0,1,-2.0
2,33,0.1640625
2,35,-0.22265625
2,37,0.04296875
2,40,-0.38671875
2,44,-0.015625
2,46,0.25
2,49,0.02734375
2,54,-0.359375
2,57,-0.15234375
2,59,-0.359375
2,60,0.1640625
2,62,-0.2265625
2,3,-2.0
3,39,0.12109375
3,42,0.0703125
3,51,-0.43359375
3,52,-0.4296875
4,46,0.12890625
4,60,-0.40234375
4,62,-0.15234375
4,5,-2.0
5,40,0.4765625
5,42,-0.0546875
5,44,0.22265625
5,52,-0.41796875
5,54,0.328125
6,32,0.23828125
6,34,0.4765625
6,36,0.03515625
6,40,-0.203125
6,44,0.109375
6,46,-0.44921875
6,48,0.484375
6,54,-0.34375
6,56,0.25
6,58,-0.421875
6,60,0.10546875
6,62,0.359375
6,7,-2.0
7,38,-0.22265625
7,42,-0.2265625
7,50,-0.3125
7,52,0.43359375
8,32,0.01171875
8,34,0.1953125
8,36,-0.34765625
8,40,-0.1953125
8,44,0.28515625
8,46,-0.25390625
8,48,-0.30078125
8,54,0.08203125
8,56,0.4609375
8,58,0.0625
8,60,-0.35546875
8,62,-0.39453125
8,9,-2.0
9,38,0.14453125
9,42,-0.3671875
9,50,0.109375
9,52,-0.140625
10,33,0.328125
10,46,-0.0546875
10,49,-0.03125
10,57,0.41015625
10,60,0.0859375
10,62,0.05078125
10,11,-2.0
11,35,-0.0703125
11,37,0.1015625
11,39,0.421875
11,40,-0.33203125
11,42,0.3515625
11,44,0.46875
11,51,-0.015625
11,52,0.29296875
11,54,0.2421875
11,59,0.390625
12,32,0.1328125
12,46,0.1875
12,48,-0.0546875
12,56,0.02734375
12,60,0.1796875
12,62,-0.4921875
12,13,-2.0
13,34,0.43359375
13,36,0.2578125
13,38,-0.18359375
13,40,0.171875
13,42,0.140625
13,44,0.24609375
13,50,0.05859375
13,52,0.09765625
13,54,-0.265625
13,58,0.04296875
14,32,-0.22265625
14,46,-0.19921875
14,48,-0.0078125
14,56,0.5
14,60,-0.37890625
14,62,-0.01953125
14,15,-2.0
15,34,0.16015625
15,36,-0.26171875
15,38,-0.4453125
15,40,0.20703125
15,42,0.41796875
15,44,-0.39453125
15,50,0.1875
15,52,-0.265625
15,54,-0.46484375
15,58,0.26171875
16,32,-0.23046875
16,34,-0.30859375
16,36,0.09375
16,40,0.0859375
16,44,-0.15625
16,46,0.2421875
16,48,-0.140625
16,54,0.453125
16,56,0.3515625
16,58,-0.05859375
16,60,-0.09765625
16,62,0.21875
16,17,-2.0
17,38,-0.0859375
17,42,-0.41796875
17,50,-0.22265625
17,52,-0.27734375
18,33,-0.23046875
18,35,0.26171875
18,37,-0.13671875
18,40,0.4453125
18,44,-0.34765625
18,46,0.26171875
18,49,-0.40234375
18,54,0.3125
18,57,-0.08203125
18,59,0.1015625
18,60,-0.4921875
18,62,-0.4140625
18,19,-2.0
19,39,0.421875
19,42,0.0234375
19,51,0.4140625
19,52,-0.26171875
20,32,-0.1171875
20,34,0.484375
20,36,-0.12890625
20,40,-0.32421875
20,44,-0.4765625
20,46,-0.30078125
20,48,0.04296875
20,54,-0.36328125
20,56,-0.2578125
20,58,0.47265625
20,60,0.0078125
20,62,-0.37890625
20,21,-2.0
21,38,0.0859375
21,42,0.2109375
21,50,-0.27734375
21,52,-0.08984375
22,33,0.21875
22,49,0.35546875
22,57,0.07421875
22,23,-2.0
23,35,-0.16796875
23,37,-0.40234375
23,39,-0.48828125
23,51,0.1875
23,59,0.46875
24,33,0.36328125
24,46,-0.03125
24,49,0.10546875
24,57,0.12890625
24,60,-0.23046875
24,62,0.15625
24,25,-2.0
25,35,-0.2578125
25,37,0.34765625
25,39,0.0078125
25,40,-0.234375
25,42,0.05859375
25,44,0.265625
25,51,0.2265625
25,52,0.40625
25,54,-0.4296875
25,59,0.5
26,32,0.328125
26,46,0.2890625
26,48,0.26171875
26,56,0.49609375
26,60,-0.35546875
26,62,0.48828125
26,27,-2.0
27,34,0.18359375
27,36,-0.0859375
27,38,-0.4453125
27,40,0.4609375
27,42,0.01171875
27,44,0.34375
27,50,0.3359375
27,52,0.484375
27,54,0.41015625
27,58,0.07421875
28,33,0.44921875
28,35,0.22265625
28,37,0.03515625
28,41,-0.19921875
28,45,0.1015625
28,47,0.3671875
28,49,0.08984375
28,55,-0.3046875
28,57,-0.015625
28,59,0.30078125
28,61,0.453125
28,63,0.41015625
28,29,-2.0
29,39,0.296875
29,43,-0.43359375
29,51,-0.30078125
29,53,-0.09765625
30,33,-0.1875
30,47,-0.06640625
30,49,-0.23828125
30,57,0.4609375
30,61,-0.20703125
30,63,0.484375
30,31,-2.0
31,35,-0.3515625
31,37,0.01953125
31,39,-0.1875
31,41,0.13671875
31,43,-0.4765625
31,45,0.34375
31,51,-0.22265625
31,53,0.09765625
31,55,0.203125
31,59,-0.4609375
4,32,-0.1953125
32,33,-2.0
0,33,-0.4453125
5,34,0.01171875
34,35,-2.0
0,35,-0.0625
5,36,0.17578125
36,37,-2.0
0,37,-0.02734375
5,38,-0.21484375
38,39,-2.0
1,39,-0.17578125
0,40,-0.08984375
23,41,0.171875
40,41,-2.0
1,42,0.03125
23,43,0.37890625
42,43,-2.0
0,44,0.2265625
23,45,-0.4765625
44,45,-2.0
0,46,-0.44140625
22,47,0.234375
46,47,-2.0
4,48,0.2421875
48,49,-2.0
0,49,-0.1796875
5,50,0.109375
50,51,-2.0
1,51,-0.0078125
1,52,-0.43359375
23,53,-0.0625
52,53,-2.0
0,54,0.08984375
23,55,-0.4140625
54,55,-2.0
4,56,-0.0234375
56,57,-2.0
0,57,0.125
5,58,0.19921875
58,59,-2.0
0,59,0.26953125
0,60,0.15625
22,61,-0.02734375
60,61,-2.0
0,62,-0.33203125
22,63,-0.28515625
62,63,-2.0
