0,1,0.78125
1,2,-0.875
2,3,-0.8046875
4,5,0.578125
5,6,-0.7890625
6,7,-0.4921875
8,9,-0.2421875
9,10,0.0625
10,11,-0.125
12,13,-0.8125
13,14,0.21875
14,15,-0.609375
16,17,-0.375
17,18,-0.6640625
18,19,0.984375
20,21,0.953125
21,22,0.8359375
22,23,-0.828125
24,25,-0.6484375
25,26,-0.1328125
26,27,0.046875
28,29,-0.6328125
29,30,0.8671875
30,31,0.828125
0,32,-0.6171875
1,33,-0.484375
2,34,0.9296875
3,35,-0.1328125
4,36,0.0703125
33,36,0.5390625
5,37,-0.8125
6,38,-0.21875
33,38,0.3046875
35,38,0.890625
7,39,0.8828125
8,40,-0.6328125
37,40,0.7890625
9,41,-0.6015625
10,42,0.890625
37,42,0.8515625
39,42,-0.4921875
11,43,-0.421875
12,44,0.6328125
41,44,0.53125
13,45,0.3515625
14,46,-0.59375
41,46,0.9765625
43,46,-0.03125
15,47,0.515625
16,48,0.2421875
45,48,-0.21875
17,49,0.6796875
18,50,-0.1484375
45,50,-0.234375
47,50,0.671875
19,51,-0.9921875
20,52,-0.078125
49,52,0.7421875
21,53,0.328125
22,54,-0.4921875
49,54,0.1171875
51,54,0.078125
23,55,-0.015625
24,56,0.8125
53,56,-0.1328125
25,57,-0.6171875
26,58,0.4609375
53,58,-0.046875
55,58,-0.46875
27,59,0.0078125
28,60,-0.0390625
57,60,0.9296875
29,61,-0.2890625
32,61,0.25
34,61,-0.65625
30,62,-0.40625
57,62,-0.84375
59,62,0.2578125
31,63,0.21875
34,63,-0.15625
32,64,0.0234375
33,65,0.828125
64,65,0.7421875
34,66,0.1484375
65,66,-0.0078125
35,67,-0.921875
66,67,-0.0625
36,68,-0.0625
37,69,0.859375
68,69,0.1328125
38,70,-0.2421875
69,70,0.0703125
39,71,0.09375
70,71,0.3515625
40,72,-0.84375
41,73,-0.515625
72,73,0.7421875
42,74,-0.4375
73,74,-0.046875
43,75,0.71875
74,75,-0.1796875
44,76,0.6171875
45,77,0.265625
76,77,-0.6484375
46,78,-0.703125
77,78,0.71875
47,79,-0.0625
78,79,-0.6953125
48,80,0.1328125
49,81,-0.7109375
80,81,-0.7265625
50,82,0.25
81,82,0.5546875
51,83,0.3046875
82,83,0.875
52,84,0.375
53,85,-0.2734375
84,85,-1.0
54,86,-0.359375
85,86,-0.2578125
55,87,-0.1953125
86,87,0.109375
56,88,-0.109375
57,89,-0.8203125
88,89,-0.875
58,90,0.25
89,90,0.4140625
59,91,0.6015625
90,91,0.1796875
60,92,-0.3515625
61,93,-0.046875
92,93,0.9140625
62,94,-0.1171875
93,94,0.7265625
63,95,-0.375
94,95,-0.390625
64,96,0.6484375
65,97,-0.8125
66,98,-0.6796875
67,99,-0.96875
68,100,0.5078125
97,100,-0.328125
69,101,-0.7109375
70,102,0.9921875
97,102,0.1640625
99,102,0.9765625
71,103,-0.296875
72,104,-0.59375
101,104,-0.078125
73,105,-0.828125
74,106,-0.4140625
101,106,0.5
103,106,-0.5234375
75,107,0.546875
76,108,-0.4765625
105,108,-0.15625
77,109,0.234375
78,110,0.9453125
105,110,-0.5078125
107,110,-0.96875
79,111,-0.765625
80,112,-0.625
109,112,0.1015625
81,113,0.28125
82,114,0.1640625
109,114,-0.1640625
111,114,-0.5859375
83,115,-0.390625
84,116,0.5703125
113,116,-0.5703125
85,117,-0.6484375
86,118,-0.7265625
113,118,-0.2578125
115,118,-0.546875
87,119,-0.96875
88,120,-0.1484375
117,120,-0.84375
89,121,0.640625
90,122,0.4609375
117,122,-0.34375
119,122,-0.0234375
91,123,-0.65625
92,124,-0.84375
121,124,-0.71875
93,125,-0.65625
96,125,-0.90625
98,125,0.0859375
94,126,0.0390625
121,126,-0.515625
123,126,-1.0
95,127,0.6484375
98,127,0.25
96,128,0.2890625
97,129,-0.2578125
128,129,0.4296875
98,130,0.125
129,130,-0.5078125
99,131,0.1796875
130,131,0.578125
100,132,0.5546875
101,133,0.7421875
132,133,0.5078125
102,134,0.1171875
133,134,-0.1875
103,135,0.9609375
134,135,0.953125
104,136,0.453125
105,137,0.0703125
136,137,-0.640625
106,138,-0.0703125
137,138,0.2890625
107,139,0.953125
138,139,0.765625
108,140,-0.5625
109,141,0.46875
140,141,-0.9765625
110,142,-0.5703125
141,142,-0.1484375
111,143,-0.6796875
142,143,0.2421875
112,144,-0.9765625
113,145,-0.125
144,145,0.8984375
114,146,0.8671875
145,146,0.234375
115,147,0.28125
146,147,0.6484375
116,148,-0.4921875
117,149,0.7890625
148,149,-0.0078125
118,150,0.0078125
149,150,-0.2734375
119,151,-0.0234375
150,151,-0.40625
120,152,-0.890625
121,153,-0.359375
152,153,0.5859375
122,154,-0.6875
153,154,-0.9609375
123,155,0.015625
154,155,-0.421875
124,156,-0.1875
125,157,-0.3984375
156,157,-0.3671875
126,158,0.6796875
157,158,-0.953125
127,159,0.15625
158,159,-0.703125
128,160,-0.1953125
129,161,0.609375
130,162,-0.015625
131,163,0.078125
132,164,0.8203125
161,164,0.7421875
133,165,-0.3125
134,166,-0.5390625
161,166,0.890625
163,166,-0.1171875
135,167,-0.875
136,168,0.71875
165,168,-0.359375
137,169,0.8984375
138,170,0.6875
165,170,-0.046875
167,170,-0.65625
139,171,0.546875
140,172,-0.2890625
169,172,0.28125
141,173,0.2734375
142,174,0.609375
169,174,-0.8828125
171,174,0.03125
143,175,0.765625
144,176,0.28125
173,176,0.75
145,177,0.015625
146,178,0.1640625
173,178,0.0234375
175,178,-0.3046875
147,179,-0.828125
148,180,0.890625
177,180,-0.5625
149,181,-0.6171875
150,182,-0.2421875
177,182,-0.5078125
179,182,0.9375
151,183,0.3203125
152,184,-0.546875
181,184,-0.2421875
153,185,0.625
154,186,0.9140625
181,186,0.71875
183,186,-0.0546875
155,187,-0.15625
156,188,-0.2109375
185,188,0.28125
157,189,0.671875
160,189,-0.796875
162,189,-0.2265625
158,190,-0.9296875
185,190,0.6171875
187,190,0.0625
159,191,0.453125
162,191,-0.0703125
160,192,-0.140625
161,193,-0.5078125
192,193,0.8046875
162,194,0.984375
193,194,0.0390625
163,195,-0.5078125
194,195,-0.671875
164,196,0.25
165,197,-0.2109375
196,197,0.7578125
166,198,-0.328125
197,198,-0.640625
167,199,0.2265625
198,199,-0.796875
168,200,-0.59375
169,201,-0.65625
200,201,0.140625
170,202,-0.4375
201,202,-0.8828125
171,203,0.1875
202,203,-0.2421875
172,204,-0.03125
173,205,0.4296875
204,205,-0.0703125
174,206,-0.734375
205,206,0.484375
175,207,-0.1484375
206,207,-0.4140625
176,208,0.875
177,209,-0.28125
208,209,0.203125
178,210,0.9765625
209,210,-0.8671875
179,211,0.296875
210,211,-0.25
180,212,0.015625
181,213,-0.25
212,213,0.46875
182,214,0.734375
213,214,0.6328125
183,215,-0.96875
214,215,-0.3515625
184,216,0.0625
185,217,-0.984375
216,217,-0.8125
186,218,-0.078125
217,218,0.75
187,219,-0.703125
218,219,-0.640625
188,220,-0.7109375
189,221,-0.8125
220,221,0.3671875
190,222,0.4296875
221,222,0.359375
191,223,-0.25
222,223,0.65625
192,224,0.1171875
193,225,0.8359375
194,226,-0.5859375
195,227,0.5390625
196,228,0.8828125
225,228,0.7578125
197,229,0.9765625
198,230,0.53125
225,230,-0.2109375
227,230,0.6171875
199,231,-0.625
200,232,-0.6875
229,232,0.0703125
201,233,0.09375
202,234,-0.2109375
229,234,-0.453125
231,234,0.46875
203,235,-0.953125
204,236,0.40625
233,236,0.0546875
205,237,0.6640625
206,238,0.5859375
233,238,0.4609375
235,238,-0.4296875
207,239,-0.9921875
208,240,-0.078125
237,240,0.1953125
209,241,-0.9296875
210,242,0.3125
237,242,-0.1484375
239,242,-0.3671875
211,243,0.828125
212,244,0.1796875
241,244,-0.046875
213,245,0.4609375
214,246,-0.9765625
241,246,0.6015625
243,246,-0.359375
215,247,-0.125
216,248,0.125
245,248,0.3046875
217,249,0.609375
218,250,-0.78125
245,250,0.1015625
247,250,0.140625
219,251,-0.453125
